Tarih,Kategori,Ürün,BirimFiyat,Adet,Kanal,Şehir,Tutar
2024-12-02,Tatlı,Dondurma,61.35,6,Mağaza,İstanbul,368.1
2025-04-08,İçecek,Çay,22.91,2,Online,İstanbul,45.82
2025-01-17,Atıştırmalık,Muffin,35.12,6,Mağaza,Ankara,210.72
2025-04-19,Yemek,Salata,104.87,6,Mağaza,İzmir,629.22
2025-06-15,Tatlı,Dondurma,52.26,1,Mağaza,İzmir,52.26
2025-01-06,Atıştırmalık,Kurabiye,31.26,5,Mağaza,Ankara,156.3
2025-05-09,Tatlı,Cheesecake,107.52,6,Mağaza,Bursa,645.12
2024-12-09,İçecek,Limonata,29.77,3,Mağaza,İstanbul,89.31
2025-07-21,Yemek,Makarna,138.81,6,Mağaza,İzmir,832.86
2025-03-09,İçecek,Kahve,47.12,1,Online,Ankara,47.12
2025-04-26,Yemek,Pizza,192.54,4,Mağaza,Bursa,770.16
2025-01-17,Tatlı,Cheesecake,90.88,1,Online,İzmir,90.88
2025-06-26,Tatlı,Dondurma,65.77,6,Mağaza,Bursa,394.62
2025-04-10,İçecek,Limonata,30.22,1,Mağaza,İstanbul,30.22
2025-04-27,Yemek,Makarna,139.96,1,Online,İzmir,139.96
2025-05-01,Yemek,Salata,111.61,1,Mağaza,İzmir,111.61
2025-01-23,Tatlı,Dondurma,59.58,1,Mağaza,İzmir,59.58
2025-03-30,İçecek,Limonata,38.39,1,Mağaza,Ankara,38.39
2025-05-10,Yemek,Salata,111.77,2,Mağaza,İstanbul,223.54
2025-05-01,Tatlı,Tiramisu,99.61,6,Mağaza,İstanbul,597.66
2025-03-26,Atıştırmalık,Kurabiye,31.63,6,Mağaza,İstanbul,189.78
2025-02-13,İçecek,Soğuk Kahve,55.55,1,Online,Bursa,55.55
2025-03-23,Atıştırmalık,Kurabiye,30.13,3,Mağaza,İzmir,90.39
2025-06-18,İçecek,Soğuk Kahve,50.99,3,Mağaza,İstanbul,152.97
2025-05-13,Tatlı,Cheesecake,81.74,3,Mağaza,Antalya,245.22
2025-05-15,Yemek,Burger,136.23,4,Mağaza,İstanbul,544.92
2025-03-14,Yemek,Pizza,158.75,5,Mağaza,İstanbul,793.75
2025-02-22,Yemek,Burger,157.05,4,Mağaza,İstanbul,628.2
2025-07-15,İçecek,Kahve,38.81,3,Mağaza,Bursa,116.43
2025-03-22,Tatlı,Dondurma,58.77,6,Online,İzmir,352.62
2025-07-05,Atıştırmalık,Muffin,32.9,5,Mağaza,İstanbul,164.5
2025-03-09,Tatlı,Cheesecake,83.47,1,Online,İzmir,83.47
2025-05-02,Atıştırmalık,Tost,62.86,6,Mağaza,İstanbul,377.16
2025-03-03,İçecek,Soğuk Kahve,57.43,1,Mağaza,İstanbul,57.43
2025-04-25,İçecek,Kahve,38.7,2,Mağaza,İstanbul,77.4
2025-04-07,Atıştırmalık,Kurabiye,25.51,4,Online,İstanbul,102.04
2025-03-20,Atıştırmalık,Sandviç,61.16,3,Mağaza,Bursa,183.48
2025-02-20,Atıştırmalık,Muffin,41.0,5,Online,İzmir,205.0
2025-06-12,Tatlı,Cheesecake,97.41,6,Online,İstanbul,584.46
2025-01-23,Atıştırmalık,Kurabiye,25.84,2,Online,İstanbul,51.68
2025-05-12,İçecek,Soğuk Kahve,54.8,1,Mağaza,İstanbul,54.8
2025-06-26,İçecek,Soğuk Kahve,58.5,3,Online,İstanbul,175.5
2025-06-07,Yemek,Salata,133.28,6,Online,Ankara,799.68
2025-05-18,Atıştırmalık,Muffin,42.95,2,Mağaza,İstanbul,85.9
2025-07-16,Tatlı,Dondurma,56.89,4,Online,İzmir,227.56
2025-05-10,Tatlı,Dondurma,53.44,6,Online,İstanbul,320.64
2025-02-06,Tatlı,Cheesecake,87.5,5,Mağaza,İstanbul,437.5
2025-01-02,Yemek,Makarna,140.77,4,Mağaza,Antalya,563.08
2025-04-21,İçecek,Çay,22.83,2,Mağaza,İstanbul,45.66
2024-12-21,Tatlı,Cheesecake,94.04,1,Mağaza,İstanbul,94.04
2025-01-17,İçecek,Kahve,42.37,3,Mağaza,İstanbul,127.11
2025-04-27,Yemek,Salata,117.45,4,Mağaza,İstanbul,469.8
2025-04-07,Atıştırmalık,Tost,56.49,6,Mağaza,İstanbul,338.94
2025-04-15,Atıştırmalık,Tost,55.62,5,Mağaza,İstanbul,278.1
2025-04-14,Atıştırmalık,Tost,61.69,6,Online,Bursa,370.14
2025-06-13,Tatlı,Tiramisu,94.02,4,Mağaza,İzmir,376.08
2025-04-24,Atıştırmalık,Muffin,35.26,3,Online,İzmir,105.78
2025-04-07,Tatlı,Cheesecake,99.6,4,Mağaza,Ankara,398.4
2025-01-02,Yemek,Burger,120.35,2,Online,Ankara,240.7
2025-05-25,Yemek,Salata,105.0,4,Online,İstanbul,420.0
2025-06-22,Tatlı,Cheesecake,89.11,5,Mağaza,İstanbul,445.55
2025-06-05,İçecek,Kahve,50.1,2,Mağaza,İstanbul,100.2
2025-03-25,Atıştırmalık,Muffin,41.02,4,Mağaza,Ankara,164.08
2025-07-02,Atıştırmalık,Sandviç,59.97,5,Online,İstanbul,299.85
2025-03-29,Atıştırmalık,Tost,60.03,4,Online,İstanbul,240.12
2024-12-22,Tatlı,Tiramisu,102.56,5,Mağaza,İstanbul,512.8
2025-07-26,Yemek,Salata,125.35,2,Mağaza,İstanbul,250.7
2025-05-07,Atıştırmalık,Kurabiye,31.99,5,Mağaza,İstanbul,159.95
2025-01-07,Yemek,Burger,155.24,2,Mağaza,İstanbul,310.48
2025-07-18,Atıştırmalık,Sandviç,69.48,2,Online,İstanbul,138.96
2025-03-19,Atıştırmalık,Tost,68.9,5,Mağaza,İstanbul,344.5
2025-01-20,Tatlı,Dondurma,68.64,4,Online,İstanbul,274.56
2025-05-31,İçecek,Kahve,50.16,1,Online,İstanbul,50.16
2024-12-08,Tatlı,Dondurma,61.35,3,Online,İstanbul,184.05
2024-12-27,Atıştırmalık,Muffin,36.84,6,Mağaza,İzmir,221.04
2024-12-27,Atıştırmalık,Muffin,36.45,5,Mağaza,İstanbul,182.25
2025-07-14,İçecek,Limonata,29.88,3,Mağaza,İstanbul,89.64
2024-12-21,Yemek,Salata,110.97,2,Online,İstanbul,221.94
2024-12-30,Yemek,Pizza,191.82,1,Mağaza,İstanbul,191.82
2025-03-07,Atıştırmalık,Tost,61.87,3,Mağaza,İstanbul,185.61
2024-12-28,Yemek,Salata,134.99,6,Online,Antalya,809.94
2025-03-21,Atıştırmalık,Kurabiye,25.95,4,Mağaza,İzmir,103.8
2025-06-10,İçecek,Kahve,40.35,2,Mağaza,İstanbul,80.7
2025-07-13,İçecek,Limonata,38.04,2,Mağaza,Ankara,76.08
2025-06-15,Atıştırmalık,Sandviç,67.03,1,Mağaza,İstanbul,67.03
2025-01-30,İçecek,Limonata,30.99,3,Mağaza,İstanbul,92.97
2025-01-17,Tatlı,Tiramisu,126.38,6,Mağaza,İzmir,758.28
2025-04-26,Tatlı,Tiramisu,119.48,5,Online,İstanbul,597.4
2024-12-04,İçecek,Çay,19.45,2,Online,İstanbul,38.9
2025-01-04,Atıştırmalık,Tost,65.82,5,Mağaza,Ankara,329.1
2025-06-10,Atıştırmalık,Sandviç,73.79,1,Online,Ankara,73.79
2025-01-18,İçecek,Soğuk Kahve,59.78,1,Mağaza,Antalya,59.78
2024-12-17,Yemek,Salata,131.35,1,Mağaza,İzmir,131.35
2025-05-21,Tatlı,Cheesecake,83.16,5,Online,İzmir,415.8
2025-07-08,Yemek,Pizza,186.64,1,Mağaza,İstanbul,186.64
2025-05-07,Atıştırmalık,Sandviç,59.64,1,Mağaza,İstanbul,59.64
2025-07-09,Atıştırmalık,Kurabiye,25.89,5,Mağaza,İzmir,129.45
2025-01-15,Yemek,Makarna,145.76,5,Mağaza,Antalya,728.8
2025-03-27,İçecek,Soğuk Kahve,55.45,2,Mağaza,İstanbul,110.9
2024-12-06,Yemek,Pizza,192.74,5,Online,Antalya,963.7
2025-03-09,Yemek,Pizza,198.28,4,Mağaza,İstanbul,793.12
2025-04-03,Tatlı,Dondurma,68.09,2,Online,İstanbul,136.18
2025-07-21,Tatlı,Dondurma,66.65,2,Mağaza,İstanbul,133.3
2025-01-06,Yemek,Makarna,129.35,5,Mağaza,Ankara,646.75
2024-12-24,Yemek,Pizza,171.14,1,Mağaza,İzmir,171.14
2025-03-03,Atıştırmalık,Sandviç,62.74,3,Mağaza,İstanbul,188.22
2025-07-29,Tatlı,Cheesecake,92.16,1,Online,Bursa,92.16
2025-01-15,Tatlı,Dondurma,57.6,5,Mağaza,Ankara,288.0
2025-05-30,Atıştırmalık,Kurabiye,30.54,4,Mağaza,Ankara,122.16
2025-03-05,İçecek,Kahve,47.23,1,Mağaza,İzmir,47.23
2025-03-09,Tatlı,Tiramisu,125.78,2,Mağaza,İstanbul,251.56
2025-06-06,Tatlı,Cheesecake,101.51,6,Mağaza,İzmir,609.06
2025-07-13,İçecek,Soğuk Kahve,57.37,2,Mağaza,İstanbul,114.74
2025-03-26,Tatlı,Dondurma,57.03,1,Mağaza,İstanbul,57.03
2025-06-09,Tatlı,Tiramisu,94.64,6,Mağaza,Ankara,567.84
2025-07-01,İçecek,Çay,18.73,2,Online,Bursa,37.46
2025-05-09,İçecek,Kahve,48.62,2,Mağaza,Ankara,97.24
2025-07-03,Yemek,Burger,127.62,4,Online,Ankara,510.48
2025-05-10,Atıştırmalık,Sandviç,74.46,4,Mağaza,İzmir,297.84
2025-02-05,Atıştırmalık,Tost,61.44,6,Mağaza,İstanbul,368.64
2025-04-07,İçecek,Çay,18.03,2,Mağaza,İzmir,36.06
2024-12-18,İçecek,Limonata,32.5,2,Mağaza,İstanbul,65.0
2024-12-25,Tatlı,Dondurma,59.93,5,Mağaza,İstanbul,299.65
2025-07-22,Yemek,Burger,136.57,5,Mağaza,İstanbul,682.85
2025-07-11,Yemek,Salata,130.03,2,Mağaza,İstanbul,260.06
2025-01-23,İçecek,Kahve,48.16,1,Online,İstanbul,48.16
2025-01-27,Tatlı,Dondurma,61.34,5,Online,İstanbul,306.7
2025-02-05,Tatlı,Tiramisu,120.64,1,Online,İstanbul,120.64
2025-03-14,Atıştırmalık,Tost,61.13,5,Mağaza,İzmir,305.65
2025-05-23,Atıştırmalık,Tost,68.36,3,Mağaza,Ankara,205.08
2024-12-24,Tatlı,Cheesecake,86.94,2,Mağaza,Ankara,173.88
2025-03-24,Atıştırmalık,Muffin,40.44,2,Mağaza,İstanbul,80.88
2025-01-01,İçecek,Çay,19.22,1,Mağaza,İzmir,19.22
2025-05-24,Tatlı,Dondurma,56.02,2,Mağaza,İstanbul,112.04
2025-02-24,Atıştırmalık,Tost,54.25,5,Mağaza,Ankara,271.25
2025-04-30,Yemek,Pizza,182.84,2,Online,İstanbul,365.68
2025-06-12,Tatlı,Tiramisu,100.61,2,Online,Ankara,201.22
2025-04-06,Tatlı,Dondurma,54.61,6,Mağaza,İstanbul,327.66
2025-05-04,Yemek,Makarna,149.13,5,Mağaza,İzmir,745.65
2025-07-22,İçecek,Limonata,38.17,2,Online,Bursa,76.34
2025-04-09,Yemek,Pizza,193.41,2,Mağaza,İzmir,386.82
2025-07-06,Tatlı,Tiramisu,119.7,2,Mağaza,İstanbul,239.4
2024-12-17,İçecek,Soğuk Kahve,62.74,2,Mağaza,İstanbul,125.48
2025-03-14,Atıştırmalık,Kurabiye,30.66,3,Mağaza,Bursa,91.98
2025-05-10,Atıştırmalık,Sandviç,64.13,5,Mağaza,İstanbul,320.65
2025-04-16,Atıştırmalık,Kurabiye,33.26,2,Online,Antalya,66.52
2025-01-12,Tatlı,Cheesecake,101.92,3,Mağaza,İstanbul,305.76
2025-05-25,Yemek,Pizza,175.37,1,Mağaza,Antalya,175.37
2025-01-08,İçecek,Soğuk Kahve,54.56,1,Mağaza,Bursa,54.56
2025-07-09,Atıştırmalık,Tost,58.4,6,Online,İzmir,350.4
2025-05-19,İçecek,Kahve,50.8,3,Mağaza,İstanbul,152.4
2024-12-26,Tatlı,Tiramisu,104.84,6,Mağaza,İstanbul,629.04
2025-03-09,Atıştırmalık,Kurabiye,34.17,3,Mağaza,Bursa,102.51
2025-01-19,Tatlı,Tiramisu,123.54,1,Mağaza,Bursa,123.54
2025-05-02,Yemek,Salata,124.7,6,Mağaza,İstanbul,748.2
2025-05-01,Tatlı,Dondurma,61.44,4,Mağaza,İstanbul,245.76
2024-12-13,Tatlı,Tiramisu,105.71,6,Online,İzmir,634.26
2025-01-29,Yemek,Makarna,111.22,1,Online,Ankara,111.22
2025-04-14,İçecek,Kahve,39.97,3,Mağaza,İzmir,119.91
2025-01-26,Yemek,Makarna,139.92,3,Mağaza,İzmir,419.76
2025-01-05,Yemek,Burger,138.8,4,Mağaza,Bursa,555.2
2025-05-22,Tatlı,Tiramisu,98.44,1,Online,İstanbul,98.44
2024-12-20,İçecek,Limonata,32.52,1,Mağaza,İstanbul,32.52
2025-02-03,Atıştırmalık,Tost,68.06,4,Online,İstanbul,272.24
2024-12-08,Yemek,Burger,134.42,1,Mağaza,Antalya,134.42
2025-07-26,İçecek,Limonata,39.28,1,Online,Ankara,39.28
2025-04-23,Yemek,Burger,131.79,2,Online,İstanbul,263.58
2025-04-21,Yemek,Pizza,182.33,3,Online,İstanbul,546.99
2025-06-22,Yemek,Salata,102.74,3,Mağaza,İstanbul,308.22
2025-03-25,Yemek,Burger,140.92,5,Mağaza,İzmir,704.6
2025-07-03,Tatlı,Tiramisu,114.52,3,Mağaza,İzmir,343.56
2025-04-22,İçecek,Çay,18.41,3,Mağaza,İzmir,55.23
2025-03-02,İçecek,Çay,20.47,1,Mağaza,İstanbul,20.47
2025-03-08,İçecek,Soğuk Kahve,57.43,3,Mağaza,Bursa,172.29
2025-02-04,Yemek,Makarna,137.29,3,Mağaza,İstanbul,411.87
2025-01-01,Tatlı,Dondurma,64.98,5,Mağaza,Ankara,324.9
2025-07-03,Yemek,Makarna,122.64,6,Mağaza,İstanbul,735.84
2025-06-09,Yemek,Salata,122.44,5,Mağaza,İstanbul,612.2
2025-02-24,İçecek,Çay,22.89,1,Mağaza,İstanbul,22.89
2025-01-20,Yemek,Salata,134.33,1,Mağaza,Ankara,134.33
2025-05-02,Atıştırmalık,Sandviç,79.51,1,Online,Ankara,79.51
2025-06-04,Yemek,Pizza,173.85,6,Mağaza,İstanbul,1043.1
2025-02-01,Atıştırmalık,Kurabiye,32.58,1,Mağaza,İstanbul,32.58
2025-06-08,Yemek,Salata,124.32,3,Mağaza,Bursa,372.96
2025-04-04,Tatlı,Tiramisu,96.23,6,Mağaza,İstanbul,577.38
2025-04-29,Tatlı,Cheesecake,104.23,1,Mağaza,İstanbul,104.23
2025-01-27,İçecek,Limonata,36.86,2,Online,İstanbul,73.72
2025-01-27,Yemek,Salata,109.16,4,Mağaza,İzmir,436.64
2025-02-24,Atıştırmalık,Kurabiye,26.22,2,Mağaza,İstanbul,52.44
2025-01-18,Atıştırmalık,Tost,66.07,4,Mağaza,Antalya,264.28
2025-05-29,Yemek,Pizza,157.26,1,Mağaza,İstanbul,157.26
2025-05-19,Atıştırmalık,Kurabiye,26.32,6,Online,İstanbul,157.92
2025-02-08,Tatlı,Dondurma,58.69,1,Mağaza,İstanbul,58.69
2024-12-15,Atıştırmalık,Kurabiye,26.71,5,Online,İzmir,133.55
2025-01-23,İçecek,Kahve,50.58,1,Mağaza,İstanbul,50.58
2025-07-23,Tatlı,Tiramisu,109.02,5,Online,Ankara,545.1
2025-06-06,Tatlı,Tiramisu,112.28,5,Mağaza,İstanbul,561.4
2025-03-11,Tatlı,Dondurma,67.71,2,Mağaza,İstanbul,135.42
2025-07-13,Yemek,Pizza,181.63,5,Online,Bursa,908.15
2024-12-08,Yemek,Makarna,124.29,5,Mağaza,İzmir,621.45
2025-01-22,Tatlı,Dondurma,65.35,2,Mağaza,İstanbul,130.7
2025-01-29,Yemek,Pizza,176.91,3,Mağaza,Ankara,530.73
2025-07-24,Atıştırmalık,Sandviç,66.19,3,Mağaza,Ankara,198.57
2025-03-18,Yemek,Burger,149.38,6,Mağaza,İstanbul,896.28
2024-12-05,Yemek,Salata,130.86,2,Mağaza,Ankara,261.72
2025-03-13,Tatlı,Dondurma,65.25,6,Mağaza,İstanbul,391.5
2025-06-14,İçecek,Çay,22.87,1,Mağaza,Ankara,22.87
2024-12-06,İçecek,Soğuk Kahve,59.73,3,Mağaza,İzmir,179.19
2025-03-19,İçecek,Çay,21.62,2,Mağaza,İstanbul,43.24
2025-07-12,Atıştırmalık,Sandviç,77.51,1,Online,İstanbul,77.51
2025-03-26,Yemek,Makarna,110.51,4,Mağaza,İstanbul,442.04
2025-03-04,İçecek,Soğuk Kahve,52.73,2,Online,Antalya,105.46
2025-01-16,Tatlı,Tiramisu,117.84,1,Mağaza,İzmir,117.84
2025-03-09,İçecek,Kahve,46.35,2,Mağaza,İstanbul,92.7
2025-01-24,İçecek,Limonata,31.61,2,Mağaza,İstanbul,63.22
2025-05-17,Yemek,Pizza,169.4,6,Mağaza,İstanbul,1016.4
2025-01-21,Yemek,Salata,114.12,4,Mağaza,Ankara,456.48
2025-04-23,Yemek,Makarna,132.65,6,Mağaza,Ankara,795.9
2024-12-13,Atıştırmalık,Tost,65.97,3,Mağaza,Antalya,197.91
2025-03-24,Atıştırmalık,Kurabiye,33.89,2,Online,İstanbul,67.78
2025-04-03,İçecek,Kahve,48.38,1,Online,Ankara,48.38
2025-03-16,Yemek,Makarna,143.38,6,Mağaza,İzmir,860.28
2025-05-07,İçecek,Limonata,34.69,3,Mağaza,İzmir,104.07
2025-04-26,Tatlı,Dondurma,58.02,4,Mağaza,İstanbul,232.08
2025-04-24,Tatlı,Tiramisu,106.46,5,Mağaza,İzmir,532.3
2025-03-30,Yemek,Salata,124.18,6,Mağaza,İstanbul,745.08
2025-02-01,Yemek,Burger,124.22,3,Mağaza,İstanbul,372.66
2024-12-19,Tatlı,Dondurma,61.43,1,Online,Bursa,61.43
2025-03-02,Yemek,Salata,125.94,6,Mağaza,Antalya,755.64
2025-01-27,Atıştırmalık,Tost,58.9,4,Mağaza,İzmir,235.6
2025-06-01,Atıştırmalık,Kurabiye,34.08,3,Online,İstanbul,102.24
2025-02-28,Yemek,Salata,123.9,5,Mağaza,İzmir,619.5
2025-07-17,Tatlı,Tiramisu,100.76,6,Mağaza,İstanbul,604.56
2025-07-06,İçecek,Çay,19.88,1,Online,İstanbul,19.88
2025-03-27,Yemek,Salata,126.31,3,Mağaza,İzmir,378.93
2025-01-31,Yemek,Burger,132.59,3,Mağaza,İstanbul,397.77
2024-12-23,İçecek,Çay,17.48,2,Mağaza,Antalya,34.96
2025-04-06,Yemek,Salata,123.0,3,Mağaza,İstanbul,369.0
2025-04-16,İçecek,Çay,22.69,2,Online,İstanbul,45.38
2025-04-19,Tatlı,Cheesecake,94.57,2,Mağaza,İzmir,189.14
2025-04-08,Atıştırmalık,Sandviç,78.53,5,Mağaza,İzmir,392.65
2025-01-27,Tatlı,Tiramisu,121.06,1,Mağaza,Ankara,121.06
2025-04-01,Atıştırmalık,Tost,53.65,5,Online,İstanbul,268.25
2024-12-01,İçecek,Kahve,47.81,1,Mağaza,İzmir,47.81
2025-07-27,Atıştırmalık,Tost,58.84,4,Mağaza,İstanbul,235.36
2025-01-03,Tatlı,Dondurma,55.5,5,Online,İstanbul,277.5
2025-03-06,Atıştırmalık,Muffin,40.13,3,Online,Ankara,120.39
2025-04-05,İçecek,Çay,21.46,2,Mağaza,İstanbul,42.92
2025-03-28,Atıştırmalık,Sandviç,63.28,1,Mağaza,Antalya,63.28
2025-01-17,Yemek,Salata,134.92,6,Mağaza,Ankara,809.52
2025-02-27,Tatlı,Dondurma,64.52,6,Mağaza,Antalya,387.12
2025-07-20,Yemek,Salata,135.6,3,Mağaza,İstanbul,406.8
2025-07-25,İçecek,Çay,18.9,2,Mağaza,Antalya,37.8
2025-03-27,Atıştırmalık,Tost,67.91,6,Mağaza,İstanbul,407.46
2025-04-08,Yemek,Makarna,124.87,5,Mağaza,İstanbul,624.35
2024-12-16,Yemek,Makarna,112.6,2,Online,İstanbul,225.2
2025-06-07,Atıştırmalık,Kurabiye,32.37,2,Mağaza,Ankara,64.74
2025-07-19,Atıştırmalık,Tost,63.66,5,Mağaza,İstanbul,318.3
2025-06-10,Tatlı,Dondurma,61.76,3,Online,Ankara,185.28
2025-06-09,Yemek,Salata,119.64,3,Mağaza,İstanbul,358.92
2025-02-07,Yemek,Makarna,111.75,3,Mağaza,İstanbul,335.25
2024-12-22,İçecek,Kahve,46.68,3,Mağaza,Ankara,140.04
2025-03-03,Tatlı,Cheesecake,92.63,1,Mağaza,İstanbul,92.63
2025-06-13,İçecek,Soğuk Kahve,55.99,1,Mağaza,İzmir,55.99
2025-02-14,Yemek,Burger,137.03,3,Mağaza,Ankara,411.09
2025-05-03,İçecek,Çay,22.8,3,Mağaza,Bursa,68.4
2025-04-23,Yemek,Salata,123.75,2,Mağaza,İstanbul,247.5
2025-05-28,Yemek,Pizza,193.46,4,Mağaza,Antalya,773.84
2025-07-17,İçecek,Limonata,39.58,1,Mağaza,Ankara,39.58
2025-02-24,İçecek,Kahve,46.24,3,Mağaza,Antalya,138.72
2025-06-03,Atıştırmalık,Sandviç,59.75,4,Mağaza,İstanbul,239.0
2024-12-29,Atıştırmalık,Tost,51.62,3,Online,İzmir,154.86
2025-06-24,Atıştırmalık,Sandviç,74.25,2,Mağaza,İzmir,148.5
2025-07-08,Yemek,Burger,130.72,4,Mağaza,İstanbul,522.88
2025-02-07,İçecek,Soğuk Kahve,56.31,2,Mağaza,Ankara,112.62
2025-01-16,Tatlı,Dondurma,54.64,5,Mağaza,İzmir,273.2
2025-07-29,Yemek,Burger,130.35,5,Online,Ankara,651.75
2025-03-04,Tatlı,Dondurma,60.08,5,Online,İstanbul,300.4
2025-07-26,İçecek,Limonata,39.99,1,Mağaza,İzmir,39.99
2025-06-08,Yemek,Pizza,186.28,2,Online,İstanbul,372.56
2025-08-01,Tatlı,Cheesecake,107.43,2,Mağaza,İzmir,214.86
2025-06-15,Tatlı,Cheesecake,108.09,1,Online,İstanbul,108.09
2025-06-22,Atıştırmalık,Kurabiye,27.37,5,Mağaza,İstanbul,136.85
2025-04-23,Atıştırmalık,Muffin,35.85,3,Mağaza,İstanbul,107.55
2025-07-06,Atıştırmalık,Sandviç,75.67,4,Online,Ankara,302.68
2025-07-06,Yemek,Salata,133.2,3,Mağaza,Antalya,399.6
2025-05-25,İçecek,Çay,20.12,2,Online,İstanbul,40.24
2025-02-23,İçecek,Soğuk Kahve,63.14,1,Mağaza,İstanbul,63.14
2025-01-08,Atıştırmalık,Muffin,32.43,1,Mağaza,İstanbul,32.43
2025-03-10,Atıştırmalık,Sandviç,65.79,6,Mağaza,İzmir,394.74
2025-01-02,Atıştırmalık,Tost,62.22,3,Mağaza,Ankara,186.66
2025-07-10,Tatlı,Dondurma,59.45,1,Mağaza,İstanbul,59.45
2025-03-11,Atıştırmalık,Muffin,33.63,2,Mağaza,Ankara,67.26
2024-12-23,Tatlı,Cheesecake,91.23,4,Mağaza,İstanbul,364.92
2024-12-10,İçecek,Kahve,38.59,3,Online,İstanbul,115.77
2025-02-07,Yemek,Salata,125.14,6,Mağaza,İstanbul,750.84
2025-03-10,Yemek,Salata,134.14,2,Online,İzmir,268.28
2025-01-03,Yemek,Pizza,200.78,5,Mağaza,Bursa,1003.9
2025-05-29,Yemek,Burger,148.38,3,Mağaza,İzmir,445.14
2025-07-11,Tatlı,Dondurma,59.38,1,Mağaza,İstanbul,59.38
2025-04-17,Tatlı,Cheesecake,95.34,3,Online,Ankara,286.02
2025-04-26,Atıştırmalık,Tost,53.46,2,Mağaza,İstanbul,106.92
2025-06-04,Tatlı,Tiramisu,104.75,2,Mağaza,İzmir,209.5
2025-03-06,Atıştırmalık,Muffin,34.44,1,Online,Ankara,34.44
2024-12-01,Atıştırmalık,Muffin,41.66,6,Mağaza,Bursa,249.96
2025-02-07,Yemek,Salata,134.93,2,Online,İstanbul,269.86
2025-07-25,Tatlı,Cheesecake,96.05,3,Mağaza,İzmir,288.15
2024-12-04,Tatlı,Tiramisu,117.52,6,Mağaza,İzmir,705.12
2024-12-16,Atıştırmalık,Sandviç,62.05,1,Mağaza,İstanbul,62.05
2024-12-24,Atıştırmalık,Muffin,39.24,2,Mağaza,İzmir,78.48
2025-02-18,İçecek,Çay,21.22,3,Online,Bursa,63.66
2024-12-02,İçecek,Limonata,34.5,2,Online,Bursa,69.0
2025-07-29,Atıştırmalık,Muffin,35.07,2,Mağaza,İzmir,70.14
2025-07-08,İçecek,Kahve,50.09,2,Online,İstanbul,100.18
2025-04-07,İçecek,Limonata,37.55,1,Mağaza,Bursa,37.55
2025-05-09,Atıştırmalık,Kurabiye,33.6,6,Mağaza,İzmir,201.6
2025-07-07,Atıştırmalık,Muffin,41.63,3,Mağaza,İstanbul,124.89
2025-02-22,Tatlı,Dondurma,68.83,4,Mağaza,İstanbul,275.32
2025-05-01,Atıştırmalık,Sandviç,63.54,2,Mağaza,İstanbul,127.08
2025-04-19,Atıştırmalık,Kurabiye,26.28,5,Mağaza,İstanbul,131.4
2025-05-27,Yemek,Burger,133.15,6,Mağaza,İzmir,798.9
2025-05-12,Tatlı,Dondurma,53.32,1,Online,İstanbul,53.32
2025-04-03,Tatlı,Cheesecake,95.66,4,Online,İstanbul,382.64
2025-01-02,Tatlı,Cheesecake,98.79,1,Mağaza,İstanbul,98.79
2025-05-10,Yemek,Burger,143.29,4,Mağaza,Ankara,573.16
2025-06-07,Atıştırmalık,Sandviç,64.94,5,Mağaza,İstanbul,324.7
2025-05-28,Tatlı,Dondurma,67.36,6,Online,İstanbul,404.16
2025-05-20,Tatlı,Dondurma,51.38,5,Mağaza,İstanbul,256.9
2025-03-11,İçecek,Çay,19.09,1,Mağaza,İzmir,19.09
2024-12-12,Tatlı,Cheesecake,101.24,4,Online,İstanbul,404.96
2025-02-05,Atıştırmalık,Sandviç,75.61,3,Mağaza,Ankara,226.83
2025-02-03,Atıştırmalık,Kurabiye,29.25,6,Mağaza,İstanbul,175.5
2025-05-10,İçecek,Kahve,38.48,3,Mağaza,İstanbul,115.44
2025-05-17,Tatlı,Tiramisu,113.9,3,Mağaza,İstanbul,341.7
2025-02-12,Tatlı,Dondurma,52.14,3,Online,İstanbul,156.42
2025-01-12,Tatlı,Tiramisu,97.06,2,Mağaza,İstanbul,194.12
2025-01-13,Yemek,Burger,146.31,1,Mağaza,İstanbul,146.31
2024-12-29,Tatlı,Tiramisu,103.81,4,Mağaza,İstanbul,415.24
2025-04-20,Atıştırmalık,Muffin,36.27,2,Mağaza,İzmir,72.54
2024-12-12,Atıştırmalık,Sandviç,69.72,2,Mağaza,İstanbul,139.44
2025-03-05,Yemek,Salata,137.23,5,Mağaza,Bursa,686.15
2025-01-15,Yemek,Salata,136.76,4,Mağaza,İzmir,547.04
2025-04-09,Tatlı,Tiramisu,107.24,3,Mağaza,İzmir,321.72
2025-07-31,İçecek,Limonata,32.54,2,Mağaza,İstanbul,65.08
2025-07-30,Yemek,Burger,131.71,3,Mağaza,İzmir,395.13
2025-01-04,Yemek,Salata,111.68,3,Online,İstanbul,335.04
2025-07-03,Tatlı,Dondurma,60.58,5,Mağaza,İstanbul,302.9
2025-02-19,Tatlı,Tiramisu,113.53,3,Online,İstanbul,340.59
2025-02-28,Yemek,Salata,119.6,1,Mağaza,Antalya,119.6
2024-12-08,İçecek,Soğuk Kahve,53.48,2,Online,İstanbul,106.96
2025-03-03,Yemek,Pizza,164.41,3,Mağaza,Bursa,493.23
2025-05-03,Tatlı,Tiramisu,109.42,1,Mağaza,İstanbul,109.42
